date, pm25, o3, no2, so2, co
2024/3/2, 39, , 2, , 
2024/3/3, 16, , , , 
2024/2/2, 14, , 12, , 5
2024/2/3, 15, , 4, , 3
2024/2/4, 21, , 4, , 6
2024/2/5, 12, , 10, , 4
2024/2/6, 25, , 9, , 4
2024/2/7, 53, , 4, , 4
2024/2/8, 23, , 8, , 5
2024/2/9, 56, , 9, , 5
2024/2/10, 40, , 5, , 5
2024/2/11, 15, , 3, , 5
2024/2/12, 12, , 6, , 5
2024/2/13, 8, , 4, , 5
2024/2/14, 16, , 13, , 6
2024/2/15, 34, , 10, , 6
2024/2/16, 35, , 12, , 5
2024/2/17, 24, , 6, , 5
2024/2/18, 13, , 4, , 5
2024/2/19, 10, , 14, , 6
2024/2/20, 19, , 4, , 5
2024/2/21, 10, , 6, , 5
2024/2/22, 29, , 1, , 4
2024/2/23, 5, , 1, , 2
2024/2/24, 2, , 2, , 2
2024/2/25, 12, , 3, , 2
2024/2/26, 3, , 2, , 2
2024/2/27, 11, , 6, , 3
2024/2/28, 21, , 9, , 3
2024/2/29, 7, , 1, , 2
2024/3/1, 20, , 3, , 
2024/1/2, 5, , 5, , 4
2024/1/3, 16, , 10, , 5
2024/1/4, 29, , 5, , 4
2024/1/5, 11, , 3, , 4
2024/1/6, 11, , 4, , 4
2024/1/7, 12, , 5, , 5
2024/1/8, 31, , 10, , 6
2024/1/9, 18, , 5, , 5
2024/1/10, 13, , 3, , 5
2024/1/11, 20, , 4, 1, 5
2024/1/12, 17, , 9, , 5
2024/1/13, 20, , 14, , 6
2024/1/14, 23, , 11, , 5
2024/1/15, 49, , 11, , 6
2024/1/16, 55, , 6, , 
2024/1/18, 24, , 18, , 4
2024/1/19, 46, , 21, , 3
2024/1/20, 31, , 8, , 2
2024/1/21, 41, , 8, , 2
2024/1/22, 70, , 14, , 3
2024/1/23, 88, , 3, , 3
2024/1/24, 13, , 6, , 3
2024/1/25, 2, , 1, , 
2024/1/26, 1, , 1, , 3
2024/1/27, 1, , 1, , 3
2024/1/28, 1, , 3, , 3
2024/1/29, 3, , 2, , 3
2024/1/30, 6, , 2, , 3
2024/1/31, 11, , 11, , 5
2024/2/1, 14, , 12, , 5
2023/10/2, 13, , 2, , 3
2023/10/3, 9, , 4, , 3
2023/10/4, 19, , 2, , 3
2023/10/5, 8, , 5, , 3
2023/10/6, 13, , 6, , 3
2023/10/7, 10, , 3, , 3
2023/10/8, 9, , 2, , 3
2023/10/9, 8, , 4, , 4
2023/10/10, 16, , 6, , 4
2023/10/11, 27, , 3, , 4
2023/10/12, 8, , 2, , 4
2023/10/13, 22, , 3, , 4
2023/10/14, 17, , 2, , 4
2023/10/15, 7, , 1, , 4
2023/10/16, 6, , 9, , 5
2023/10/17, 15, , 1, , 4
2023/10/18, 5, , 1, , 3
2023/10/19, 6, , 1, , 1
2023/10/20, 8, , 7, , 2
2023/10/21, 10, , 8, , 2
2023/10/22, 14, , 1, , 2
2023/10/23, 16, , 3, , 2
2023/10/24, 32, , 2, , 2
2023/10/25, 10, , 7, , 3
2023/10/26, 34, , 6, , 3
2023/10/27, 39, , 7, , 3
2023/10/28, 26, , 4, , 3
2023/10/29, 10, , 4, , 3
2023/10/30, 27, , 7, , 3
2023/10/31, 31, , 11, , 4
2023/11/1, 42, , 17, , 5
2023/11/2, 59, , 8, , 4
2023/11/3, 40, , 5, , 4
2023/11/4, 18, , 4, , 4
2023/11/5, 6, , 1, , 4
2023/11/6, 8, , 7, , 4
2023/11/7, 18, , 3, , 4
2023/11/8, 8, , 2, , 4
2023/11/9, 14, , 15, , 5
2023/11/10, 22, , 3, , 3
2023/11/11, 16, , 1, , 2
2023/11/12, 6, , 6, , 2
2023/11/13, 13, , 6, , 2
2023/11/14, 5, , 2, , 2
2023/11/15, 6, , 8, , 2
2023/11/16, 15, , 3, , 2
2023/11/17, 12, , 2, , 2
2023/11/18, 10, , 3, , 2
2023/11/19, 16, , 2, , 3
2023/11/20, 9, , 6, , 3
2023/11/21, 16, , 1, , 3
2023/11/22, 13, , 5, , 3
2023/11/23, 26, , 8, , 4
2023/11/24, 30, , 9, , 4
2023/11/25, 14, , 6, , 4
2023/11/26, 9, , 8, , 4
2023/11/27, 16, , 2, , 4
2023/11/28, 12, , 1, , 4
2023/11/29, 9, , 6, , 4
2023/11/30, 20, , 11, , 5
2023/12/1, 26, , 5, , 5
2023/12/2, 13, , 2, , 5
2023/12/3, 5, , 1, , 5
2023/12/4, 4, , 1, , 5
2023/12/5, 2, , 2, , 5
2023/12/6, 7, , 11, , 6
2023/12/7, 25, , 4, , 5
2023/12/8, 27, , 7, , 6
2023/12/9, 35, , 3, , 6
2023/12/10, 16, , 1, , 6
2023/12/11, 2, , 6, , 6
2023/12/12, 10, , 7, , 7
2023/12/13, 11, , 2, , 2
2023/12/14, 7, , 6, , 2
2023/12/15, 6, , 7, , 2
2023/12/16, 10, , 2, 1, 2
2023/12/17, 5, , 5, , 2
2023/12/18, 12, , 8, , 2
2023/12/19, 7, , 9, , 3
2023/12/20, 43, , 1, , 2
2023/12/21, 4, , 8, , 4
2023/12/22, 6, , 5, , 2
2023/12/23, 8, , 7, , 4
2023/12/24, 14, , 4, , 3
2023/12/25, 5, , 1, , 3
2023/12/26, 6, , 1, , 3
2023/12/27, 5, , 9, , 4
2023/12/28, 8, , 1, , 3
2023/12/29, 3, , 14, , 5
2023/12/30, 16, , 8, , 4
2023/12/31, 7, , 1, , 3
2024/1/1, 3, , 2, , 
2023/7/2, 22, , 1, , 1
2023/7/3, 20, , 1, , 1
2023/7/4, 34, , 1, , 1
2023/7/5, 37, , 2, , 2
2023/7/6, 32, , 3, , 2
2023/7/7, 115, , 2, , 2
2023/7/8, 45, , 2, 1, 2
2023/7/9, 31, , 2, , 2
2023/7/10, 46, , 3, , 2
2023/7/11, 39, , 3, , 2
2023/7/12, 104, , 4, , 2
2023/7/13, 28, , 3, , 2
2023/7/14, 69, , 3, , 4
2023/7/15, 128, , 4, , 4
2023/7/16, 127, , 2, , 4
2023/7/17, 125, , 2, , 2
2023/7/18, 53, , 1, , 1
2023/7/19, 22, , 3, , 2
2023/7/20, 49, , 3, , 2
2023/7/21, 52, , 3, , 2
2023/7/22, 50, , 3, , 1
2023/7/23, 34, , 1, 1, 2
2023/7/24, 42, , 2, , 1
2023/7/25, 34, , 1, , 1
2023/7/26, 14, , 1, , 1
2023/7/27, 10, , 2, 1, 2
2023/7/28, 19, , 2, , 2
2023/7/29, 17, , 2, , 2
2023/7/30, 22, , 2, , 2
2023/7/31, 16, , 3, , 2
2023/8/1, 23, , 3, , 2
2023/8/2, 25, , 3, , 2
2023/8/3, 42, , 2, , 3
2023/8/4, 56, , 1, , 3
2023/8/5, 55, , 1, , 3
2023/8/6, 33, , 2, , 3
2023/8/7, 40, , 2, , 3
2023/8/8, 37, , 2, , 3
2023/8/9, 56, , 2, , 4
2023/8/10, 42, , 1, , 2
2023/8/11, 9, , 2, , 2
2023/8/12, 16, , 2, , 2
2023/8/13, 22, , 1, , 2
2023/8/14, 29, , 2, , 2
2023/8/15, 37, , 2, , 3
2023/8/16, 57, , 2, , 3
2023/8/17, 61, , 3, , 4
2023/8/18, 104, , 1, , 3
2023/8/19, 63, , 1, , 3
2023/8/20, 27, , 1, , 4
2023/8/21, 58, , 3, , 4
2023/8/22, 48, , 2, , 4
2023/8/23, 22, , 3, , 4
2023/8/24, 47, , 1, , 4
2023/8/25, 20, , 5, , 4
2023/8/26, 47, , 3, , 2
2023/8/27, 35, , 3, , 2
2023/8/28, 51, , 6, , 2
2023/8/29, 49, , 8, 1, 2
2023/8/30, 53, , 1, , 1
2023/8/31, 18, , 1, , 4
2023/9/1, 81, , 4, , 3
2023/9/2, 52, , 1, , 2
2023/9/3, 14, , 1, , 3
2023/9/4, 47, , 3, , 6
2023/9/5, 164, , 4, , 5
2023/9/6, 107, , 4, , 2
2023/9/7, 51, , 3, , 2
2023/9/8, 14, , 4, , 2
2023/9/9, 44, , 4, , 2
2023/9/10, 33, , 3, , 2
2023/9/11, 22, , 5, , 2
2023/9/12, 23, , 4, , 3
2023/9/13, 28, , 3, , 2
2023/9/14, 23, , 3, , 2
2023/9/15, 34, , 4, , 3
2023/9/16, 23, , 2, , 
2023/9/17, 21, , 2, , 3
2023/9/18, 42, , 1, , 3
2023/9/19, 51, , 4, , 3
2023/9/20, 21, , 2, , 2
2023/9/21, 11, , 3, , 2
2023/9/22, 37, , 5, , 2
2023/9/23, 44, , 3, , 2
2023/9/24, 13, , 2, , 2
2023/9/25, 34, , 5, , 2
2023/9/26, 38, , 2, , 2
2023/9/27, 18, , 2, , 2
2023/9/28, 2, , 1, , 2
2023/9/29, 4, , 3, , 3
2023/9/30, 12, , 1, , 3
2023/10/1, 14, , 2, , 3
2023/4/2, 5, , 1, , 4
2023/4/3, 6, , 3, , 4
2023/4/4, 25, , 3, , 4
2023/4/5, 27, , 6, , 5
2023/4/6, 26, , 2, , 4
2023/4/7, 15, , 2, , 4
2023/4/8, 13, , 1, , 4
2023/4/9, 10, , 1, , 4
2023/4/10, 13, , 2, , 5
2023/4/11, 9, , 2, , 5
2023/4/12, 16, , 5, , 5
2023/4/13, 25, , 5, , 5
2023/4/14, 26, , 8, , 6
2023/4/15, 24, , 2, , 5
2023/4/16, 17, , 2, , 5
2023/4/17, 20, , 2, , 5
2023/4/18, 13, , 5, 1, 4
2023/4/19, 17, , 1, , 2
2023/4/20, 25, , 2, , 2
2023/4/21, 17, , 3, , 2
2023/4/22, 26, , , , 
2023/4/25, 5, , 1, , 2
2023/4/26, 7, , 3, , 2
2023/4/27, 18, , 1, , 2
2023/4/28, 14, , 4, , 2
2023/4/29, 17, , 1, , 2
2023/4/30, 15, , 2, , 2
2023/5/1, 27, , 4, , 2
2023/5/2, 30, , 6, , 3
2023/5/3, 31, , 5, , 3
2023/5/4, 35, , 4, , 3
2023/5/5, 37, , 2, , 3
2023/5/6, 36, , 1, , 3
2023/5/7, 16, , 2, , 3
2023/5/8, 24, , 1, , 3
2023/5/9, 6, , 3, , 3
2023/5/10, 24, , 3, , 3
2023/5/11, 26, , 3, , 3
2023/5/12, 15, , 4, , 3
2023/5/13, 39, , 4, , 3
2023/5/14, 34, , 2, , 3
2023/5/15, 16, , 2, , 3
2023/5/16, 21, , 3, , 6
2023/5/17, 69, , 7, , 7
2023/5/18, 144, , 4, , 4
2023/5/19, 71, , 3, 1, 4
2023/5/20, 108, , 5, , 7
2023/5/21, 139, , 3, , 4
2023/5/22, 61, , 1, , 3
2023/5/23, 13, , 2, , 2
2023/5/24, 16, , 3, , 1
2023/5/25, 25, , 4, , 2
2023/5/26, 55, , 4, , 3
2023/5/27, 63, , 6, , 2
2023/5/28, 45, , 4, , 2
2023/5/29, 21, , 2, , 2
2023/5/30, 25, , 3, , 2
2023/5/31, 25, , 5, , 1
2023/6/1, 37, , 4, , 2
2023/6/2, 61, , 3, , 2
2023/6/3, 43, , 5, , 2
2023/6/4, 67, , 4, , 2
2023/6/5, 34, , 4, , 2
2023/6/6, 36, , 3, , 1
2023/6/7, 35, , 5, , 1
2023/6/8, 38, , 5, , 2
2023/6/9, 43, , 5, , 2
2023/6/10, 45, , 2, , 1
2023/6/11, 39, , 2, , 3
2023/6/12, 41, , 3, , 3
2023/6/13, 80, , 4, , 2
2023/6/14, 60, , 2, , 2
2023/6/15, 16, , 2, , 5
2023/6/16, 105, , 2, , 3
2023/6/17, 67, , 2, , 1
2023/6/18, 22, , 2, , 1
2023/6/19, 13, , 1, , 1
2023/6/20, 12, , 1, , 1
2023/6/21, 14, , 2, , 1
2023/6/22, 7, , 2, , 1
2023/6/23, 12, , 4, , 1
2023/6/24, 26, , 2, , 1
2023/6/25, 22, , 2, , 1
2023/6/26, 25, , 4, , 1
2023/6/27, 30, , 3, , 1
2023/6/28, 52, , 3, , 1
2023/7/1, 32, , 2, , 1
2023/1/3, 10, , 4, , 13
2023/1/4, 13, , 3, , 13
2023/1/5, 15, , 15, , 15
2023/1/6, 13, , 1, , 14
2023/1/7, 6, , 4, , 15
2023/1/8, 6, , 9, , 15
2023/1/9, 10, , 7, , 16
2023/1/10, 6, , 9, , 17
2023/1/11, 14, , 16, , 18
2023/1/12, 48, , 7, , 16
2023/1/13, 4, , 7, , 10
2023/1/14, 7, , 4, , 1
2023/1/15, 14, , 5, , 2
2023/1/16, 91, , 7, , 2
2023/1/17, 32, , 7, , 3
2023/1/18, 23, , 1, , 2
2023/1/19, 10, , 6, , 4
2023/1/20, 9, , 3, , 3
2023/1/21, 12, , 1, , 3
2023/1/22, 5, , 4, , 3
2023/1/23, 5, , 1, , 4
2023/1/24, 5, , 5, , 4
2023/1/25, 7, , 4, , 4
2023/1/26, 4, , 5, , 5
2023/1/27, 13, , 4, , 5
2023/1/28, 6, , 2, , 5
2023/1/29, 11, , 3, , 5
2023/1/30, 13, , 3, , 5
2023/1/31, 8, , 1, , 6
2023/2/1, 11, , 2, 1, 6
2023/2/2, 17, , 7, , 7
2023/2/3, 21, , 2, , 6
2023/2/4, 10, , 1, , 7
2023/2/5, 7, , 2, , 7
2023/2/6, 6, , 8, 1, 9
2023/2/7, 13, , 2, , 8
2023/2/8, 7, , 1, , 5
2023/2/9, 21, , 1, , 1
2023/2/10, 8, , 2, , 1
2023/2/11, 13, , 1, , 2
2023/2/12, 9, , 1, , 2
2023/2/13, 8, , 3, , 2
2023/2/14, 10, , 5, , 2
2023/2/15, 12, , 4, , 3
2023/2/16, 17, , 1, , 
2023/2/17, 10, , 1, , 3
2023/2/18, 11, , 2, , 3
2023/2/19, 9, , 3, , 4
2023/2/20, 10, , 2, , 4
2023/2/21, 31, , 1, , 4
2023/2/22, 10, , 3, , 4
2023/2/23, 22, , 4, , 4
2023/2/24, 19, , 11, , 5
2023/2/25, 31, , 5, , 5
2023/2/26, 14, , 5, , 5
2023/2/27, 8, , 5, , 5
2023/2/28, 11, , 5, , 5
2023/3/1, 38, , 3, , 6
2023/3/2, 26, , 1, , 6
2023/3/3, 6, , 1, , 6
2023/3/4, 8, , 3, , 6
2023/3/5, 18, , 1, , 6
2023/3/6, 28, , 4, , 6
2023/3/7, 30, , 6, , 7
2023/3/8, 41, , 4, , 7
2023/3/9, 24, , 10, , 8
2023/3/10, 37, , 6, , 7
2023/3/11, 27, , 6, , 8
2023/3/12, 42, , 13, , 8
2023/3/13, 54, , 8, , 9
2023/3/14, 14, , 5, , 5
2023/3/15, 37, , 11, , 2
2023/3/16, 30, , 9, , 2
2023/3/17, 26, , 6, , 2
2023/3/18, 18, , 3, , 2
2023/3/19, 38, , 13, , 3
2023/3/20, 64, , 7, , 3
2023/3/21, 80, , 8, , 3
2023/3/22, 59, , 4, , 3
2023/3/23, 48, , 4, , 3
2023/3/24, 18, , 3, , 3
2023/3/25, 44, , 3, , 3
2023/3/26, 57, , 6, , 3
2023/3/27, 48, , 4, , 3
2023/3/28, 26, , 8, , 4
2023/3/29, 23, , 5, , 4
2023/3/30, 26, , 4, , 4
2023/3/31, 30, , 3, , 4
2023/4/1, 14, , 1, , 4
2022/10/2, 45, , 5, , 3
2022/10/3, 32, , 5, , 3
2022/10/4, 28, , 7, 2, 4
2022/10/5, 35, , 5, , 4
2022/10/6, 55, , 4, , 4
2022/10/7, 34, , 5, , 4
2022/10/8, 39, , 5, , 3
2022/10/9, 36, , 5, , 3
2022/10/10, 46, , 1, , 3
2022/10/11, 54, , 3, , 3
2022/10/12, 9, , 7, , 2
2022/10/13, 19, , 9, , 3
2022/10/14, 21, , 5, 1, 2
2022/10/15, 16, , 3, , 2
2022/10/16, 43, , 3, , 2
2022/10/17, 17, , 11, , 3
2022/10/18, 32, , 10, 1, 3
2022/10/19, 42, , 6, 1, 4
2022/10/20, 59, , 3, , 3
2022/10/21, 49, , 3, , 3
2022/10/22, 6, , 2, , 3
2022/10/23, 21, , 4, , 3
2022/10/24, 28, , 2, , 3
2022/10/25, 7, , 1, , 3
2022/10/26, 4, , 3, , 3
2022/10/27, 7, , 1, , 3
2022/10/28, 17, , 4, , 4
2022/10/29, 22, , 1, , 3
2022/10/30, 19, , 1, , 3
2022/10/31, 13, , 5, , 4
2022/11/1, 15, , 3, , 4
2022/11/2, 27, , 1, , 4
2022/11/3, 17, , 8, , 6
2022/11/4, 29, , 2, , 5
2022/11/5, 8, , 2, , 4
2022/11/6, 35, , 2, , 5
2022/11/7, 16, , 4, , 4
2022/11/8, 15, , 14, , 6
2022/11/9, 26, , 25, , 7
2022/11/10, 67, , 19, , 7
2022/11/11, 63, , 12, 1, 7
2022/11/12, 42, , 11, 1, 6
2022/11/13, 50, , 7, 1, 6
2022/11/14, 46, , 9, , 6
2022/11/15, 19, , 10, , 6
2022/11/16, 28, , 6, , 6
2022/11/17, 19, , 3, , 9
2022/11/18, 14, , 11, 1, 1
2022/11/19, 20, , 2, , 
2022/11/20, 17, , 1, , 
2022/11/21, 10, , 2, , 
2022/11/22, 8, , 3, , 
2022/11/23, 4, , 2, , 
2022/11/24, 12, , 1, , 
2022/11/25, 2, , 2, , 
2022/11/26, 9, , 5, , 
2022/11/27, 13, , 1, , 
2022/11/28, 3, , 1, , 
2022/11/29, 13, , 6, , 1
2022/11/30, 17, , 5, , 
2022/12/1, 24, , 5, , 
2022/12/2, 21, , 10, 1, 1
2022/12/3, 36, , 7, , 1
2022/12/4, 18, , 4, , 1
2022/12/5, 16, , 5, , 1
2022/12/6, 14, , 5, , 1
2022/12/7, 16, , 2, , 1
2022/12/8, 7, , 4, , 2
2022/12/9, 11, , 6, , 2
2022/12/10, 6, , 13, , 4
2022/12/11, 21, , 5, 1, 3
2022/12/12, 53, , 10, , 5
2022/12/13, 51, , 29, 1, 8
2022/12/14, 71, , 7, , 5
2022/12/15, 25, , 14, , 6
2022/12/16, 29, , 4, , 5
2022/12/17, 9, , 2, , 6
2022/12/18, 22, , 3, , 6
2022/12/19, 13, , 10, , 7
2022/12/20, 25, , 10, , 7
2022/12/21, 34, , 8, 1, 7
2022/12/22, 31, , 16, , 9
2022/12/23, 18, , 12, , 9
2022/12/24, 14, , 9, 1, 10
2022/12/25, 10, , 3, , 10
2022/12/26, 15, , 3, , 10
2022/12/27, 3, , 7, , 11
2022/12/28, 5, , 5, , 11
2022/12/29, 39, , 4, , 12
2022/12/30, 16, , 4, , 12
2022/12/31, 6, , 2, , 12
2023/1/1, 6, , 5, , 13
2023/1/2, 18, , 6, , 13
2022/7/2, 26, , 1, , 3
2022/7/3, 39, , 1, , 3
2022/7/4, 25, , 1, , 4
2022/7/5, 14, , 2, , 3
2022/7/6, 16, , 2, , 3
2022/7/7, 19, , 2, , 3
2022/7/8, 20, , 2, , 4
2022/7/9, 22, , 1, , 3
2022/7/10, 23, , 1, , 3
2022/7/11, 13, , 2, , 3
2022/7/12, 15, , 1, , 3
2022/7/13, 22, , 2, , 3
2022/7/14, 23, , 2, , 3
2022/7/15, 27, , 2, , 3
2022/7/16, 23, , 2, , 3
2022/7/17, 23, , 2, , 4
2022/7/18, 42, , 1, , 3
2022/7/19, 24, , 1, , 3
2022/7/20, 23, , 2, , 3
2022/7/21, 20, , 2, , 3
2022/7/22, 27, , 1, , 2
2022/7/23, 24, , 2, , 2
2022/7/24, 30, , 2, , 2
2022/7/25, 35, , 1, , 2
2022/7/26, 38, , 2, , 2
2022/7/27, 27, , 4, 1, 3
2022/7/28, 26, , 4, , 2
2022/7/29, 33, , 3, , 2
2022/7/30, 42, , 1, , 2
2022/7/31, 31, , 2, , 2
2022/8/1, 44, , 1, , 2
2022/8/2, 42, , 2, , 2
2022/8/3, 24, , 3, , 2
2022/8/4, 27, , 3, , 2
2022/8/5, 36, , 2, , 2
2022/8/6, 15, , 2, , 2
2022/8/7, 20, , 1, , 2
2022/8/8, 34, , 2, , 2
2022/8/9, 33, , 4, , 2
2022/8/10, 28, , 5, , 3
2022/8/11, 52, , 2, , 3
2022/8/12, 44, , 2, , 3
2022/8/13, 42, , 2, , 2
2022/8/14, 24, , 1, , 2
2022/8/15, 40, , 2, , 2
2022/8/16, 61, , 3, , 3
2022/8/17, 56, , 2, , 3
2022/8/18, 39, , 6, , 3
2022/8/19, 46, , 5, , 3
2022/8/20, 40, , 3, , 3
2022/8/21, 76, , 1, , 3
2022/8/22, 56, , 3, , 3
2022/8/23, 64, , 3, , 3
2022/8/24, 35, , 3, , 3
2022/8/25, 49, , 4, , 3
2022/8/26, 46, , 3, , 3
2022/8/27, 20, , 1, , 2
2022/8/28, 21, , 1, , 2
2022/8/29, 10, , 2, , 2
2022/8/30, 14, , 4, , 3
2022/8/31, 28, , 4, , 3
2022/9/1, 32, , 2, , 3
2022/9/2, 40, , 4, , 3
2022/9/3, 49, , 2, , 4
2022/9/4, 102, , 1, , 5
2022/9/5, 96, , 1, , 4
2022/9/6, 58, , 4, , 3
2022/9/7, 50, , 3, , 4
2022/9/8, 73, , 2, , 2
2022/9/9, 24, , 2, , 3
2022/9/10, 18, , 4, , 4
2022/9/11, 27, , 1, , 4
2022/9/12, 79, , 3, , 5
2022/9/13, 96, , 7, , 4
2022/9/14, 77, , 4, , 3
2022/9/15, 65, , 8, , 4
2022/9/16, 73, , 3, , 4
2022/9/17, 55, , 1, , 2
2022/9/18, 28, , 5, , 3
2022/9/19, 38, , 3, , 3
2022/9/20, 29, , 4, , 3
2022/9/21, 18, , 4, , 3
2022/9/22, 22, , 6, , 3
2022/9/23, 25, , 1, , 3
2022/9/24, 42, , 2, , 2
2022/9/25, 27, , 3, , 3
2022/9/26, 26, , 6, , 3
2022/9/27, 31, , 4, , 3
2022/9/28, 24, , 8, , 3
2022/9/29, 43, , 2, , 3
2022/9/30, 21, , 3, , 3
2022/10/1, 58, , 4, , 4
2022/4/2, 11, , 2, , 4
2022/4/3, 8, , 2, , 4
2022/4/4, 10, , 3, , 4
2022/4/5, 8, , 1, , 4
2022/4/6, 12, , 2, 1, 4
2022/4/7, 12, , 6, , 4
2022/4/8, 18, , 5, , 4
2022/4/9, 18, , 1, , 4
2022/4/10, 6, , 2, , 4
2022/4/11, 9, , 4, , 4
2022/4/12, 19, , 1, , 4
2022/4/13, 14, , 1, , 3
2022/4/14, 15, , 3, , 1
2022/4/15, 14, , 1, , 2
2022/4/16, 10, , 3, , 1
2022/4/17, 11, , 4, , 2
2022/4/18, 10, , 5, , 2
2022/4/19, 11, , 2, , 1
2022/4/20, 9, , 2, , 2
2022/4/21, 10, , 4, , 2
2022/4/22, 18, , 3, , 2
2022/4/23, 30, , 2, , 2
2022/4/24, 32, , 5, , 2
2022/4/25, 19, , 3, , 2
2022/4/26, 19, , 9, , 2
2022/4/27, 24, , 1, , 2
2022/4/28, 11, , 2, , 2
2022/4/29, 23, , 4, , 3
2022/4/30, 26, , 3, , 3
2022/5/1, 22, , 2, , 3
2022/5/2, 19, , 3, , 3
2022/5/3, 18, , 3, , 3
2022/5/4, 32, , 1, , 3
2022/5/5, 9, , 4, , 3
2022/5/6, 14, , 1, , 3
2022/5/7, 20, , 1, , 3
2022/5/8, 10, , 2, , 3
2022/5/9, 9, , 3, , 4
2022/5/10, 10, , 1, , 3
2022/5/11, 11, , 2, , 4
2022/5/12, 18, , 4, 10, 4
2022/5/13, 17, , 3, , 4
2022/5/14, 14, , 1, , 4
2022/5/15, 14, , 1, , 4
2022/5/16, 10, , 3, , 4
2022/5/17, 24, , 1, , 4
2022/5/18, 23, , 3, , 4
2022/5/19, 18, , 1, , 5
2022/5/20, 6, , 1, , 5
2022/5/21, 21, , 3, , 5
2022/5/22, 28, , 5, , 4
2022/5/23, 28, , 3, , 4
2022/5/24, 19, , 1, , 4
2022/5/25, 17, , 2, , 3
2022/5/26, 11, , 1, , 1
2022/5/27, 13, , 3, , 1
2022/5/28, 18, , 1, , 1
2022/5/29, 9, , 3, , 1
2022/5/30, 20, , 1, , 2
2022/5/31, 29, , 5, , 2
2022/6/1, 37, , 7, 1, 2
2022/6/2, 40, , 6, , 2
2022/6/3, 46, , 5, , 2
2022/6/4, 24, , 5, , 2
2022/6/5, 30, , 2, , 2
2022/6/6, 25, , 3, , 2
2022/6/7, 10, , 2, , 2
2022/6/8, 17, , 4, , 3
2022/6/9, 17, , 1, , 2
2022/6/10, 9, , 1, , 2
2022/6/11, 12, , 1, , 2
2022/6/12, 8, , 1, , 2
2022/6/13, 8, , 2, , 2
2022/6/14, 13, , 1, , 3
2022/6/15, 2, , 1, , 3
2022/6/16, 32, , 3, , 3
2022/6/17, 29, , 1, , 3
2022/6/18, 39, , 1, , 3
2022/6/19, 27, , 1, , 2
2022/6/20, 35, , 2, , 3
2022/6/21, 19, , 2, , 2
2022/6/22, 15, , 1, , 2
2022/6/23, 10, , 3, , 2
2022/6/24, 14, , 1, , 3
2022/6/25, 12, , 1, , 3
2022/6/26, 21, , 2, , 3
2022/6/27, 15, , 4, , 3
2022/6/28, 23, , 1, , 3
2022/6/29, 34, , 1, , 2
2022/6/30, 16, , 2, , 3
2022/7/1, 23, , 2, , 3
2022/1/4, 55, , 3, 1, 3
2022/1/5, 9, , 12, , 4
2022/1/6, 28, , 11, , 4
2022/1/7, 32, , 8, 1, 4
2022/1/8, 45, , 9, 1, 5
2022/1/9, 46, , 5, , 3
2022/1/10, 29, , 1, , 2
2022/1/12, 1, , 1, , 2
2022/1/13, 2, , 3, , 3
2022/1/14, 23, , 7, , 2
2022/1/15, 28, , 1, , 2
2022/1/16, 3, , 2, , 2
2022/1/17, 3, , 1, , 2
2022/1/18, 17, , 5, , 3
2022/1/19, 16, , 15, , 5
2022/1/20, 33, , 1, , 3
2022/1/21, 7, , 9, , 4
2022/1/22, 6, , 1, , 3
2022/1/23, 18, , 4, , 3
2022/1/24, 13, , 5, , 3
2022/1/25, 6, , 7, , 4
2022/1/26, 8, , 6, , 4
2022/1/27, 4, , 7, , 3
2022/1/28, 10, , 1, , 2
2022/1/29, 2, , 1, , 4
2022/1/30, 2, , 1, , 3
2022/1/31, 1, , 1, , 3
2022/2/1, 12, , 4, , 5
2022/2/2, 17, , 10, , 6
2022/2/3, 15, , 6, , 5
2022/2/4, 24, , 8, , 5
2022/2/5, 41, , 5, , 5
2022/2/6, 8, , 1, , 4
2022/2/7, 5, , 1, , 4
2022/2/8, 3, , 1, , 4
2022/2/9, 1, , 1, , 4
2022/2/10, 1, , 2, , 5
2022/2/11, 1, , 3, , 5
2022/2/12, 5, , 3, , 5
2022/2/13, 6, , 5, , 5
2022/2/14, 11, , 8, , 5
2022/2/15, 15, , 3, , 5
2022/2/16, 44, , 6, , 6
2022/2/17, 9, , 2, , 6
2022/2/18, 19, , 5, , 8
2022/2/19, 14, , 6, 1, 9
2022/2/20, 23, , 2, , 9
2022/2/21, 11, , 4, , 10
2022/2/22, 15, , 11, , 7
2022/2/23, 43, , 7, , 1
2022/2/24, 22, , 4, , 1
2022/2/25, 3, , 2, , 1
2022/2/26, 7, , 1, , 
2022/2/27, 5, , 1, , 
2022/3/1, 67, , 4, , 1
2022/3/2, 47, , 3, , 1
2022/3/3, 51, , 4, , 1
2022/3/4, 27, , 9, 1, 2
2022/3/5, 40, , 9, , 2
2022/3/6, 67, , 4, , 1
2022/3/7, 31, , 2, , 1
2022/3/8, 6, , 2, , 1
2022/3/9, 4, , 4, , 3
2022/3/10, 16, , 4, , 2
2022/3/11, 10, , 5, , 3
2022/3/12, 9, , 1, , 2
2022/3/13, 3, , 3, , 2
2022/3/14, 10, , 1, , 2
2022/3/15, 3, , 3, , 2
2022/3/16, 4, , 1, , 2
2022/3/17, 1, , 2, , 2
2022/3/18, 1, , 2, , 2
2022/3/19, 2, , 3, , 3
2022/3/20, 10, , 1, , 2
2022/3/21, 2, , 2, 1, 3
2022/3/22, 7, , 3, , 3
2022/3/23, 4, , 1, , 2
